Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
United Capital Plc,United Capital Plc,Cold,,280,financial services,ars@moative.com,http://www.unitedcapitalplcgroup.com,http://www.linkedin.com/company/unitedcapitalplc,https://www.facebook.com/UnitedCapitalPlc/,https://twitter.com/unitedcap,101 Island Way,Lagos,Lagos,Nigeria,,"101 Island Way, Lagos, Lagos, Nigeria","investment banking, asset management, securities, trustee, wealth management",'+234 1 280 7596,"United Capital Plc is a leading pan-African financial services institution focused on leveraging technology to empower businesses, individuals and governments","Rackspace MailGun, Outlook, MailChimp SPF, Microsoft Office 365, Active Campaign, Mobile Friendly, Google Analytics, Google Play, Facebook Custom Audiences, Google Font API, Facebook Login (Connect), WordPress.org, Google Tag Manager, YouTube, reCAPTCHA, Facebook Widget, Nginx, Remote",6673380,Other,6673380,2024-07-01,50826000,,66c598d7d607340001006552,,"United Capital Plc is a leading African financial and investment banking Group providing bespoke value-added service to its clients. We are well positioned to play a strategic role in helping African governments and citizens (both individual and corporate) achieve their strategic objectives through our robust suite of financial and investment banking offerings.

Purpose 
United Capital is transforming the African continent by providing innovative investment banking solutions to governments, companies and individuals.

Corporate Goal 
To be the financial and investment role model across Africa, deploying innovation, technology and specialist skills to exceed client expectations, whilst creating superior value for all stakeholders.",1964,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66be89d58df4a70001c2843d/picture,,,,
United States Strategic Command,United States Strategic Command,Cold,,350,military,ars@moative.com,http://www.stratcom.mil,http://www.linkedin.com/company/united-states-strategic-command,https://www.facebook.com/usstrategiccommand/,https://www.twitter.com/US_Stratcom/,901 Sac Blvd,Offutt Air Force Base,Nebraska,United States,68113,"901 Sac Blvd, Offutt Air Force Base, Nebraska, United States, 68113","strategic deterrence, decisive response, combatready forces",'+1 402-294-4130,"The official website of the U.S. Strategic Command.

U.S. Strategic Command has global responsibilities assigned through the Unified Command Plan that include strategic deterrence, nuclear operations, space operations, joint electromagnetic spectrum operations, global strike, missile defense, and analysis and targeting.","Akamai, DotNetNuke, reCAPTCHA, Google Analytics, Google Tag Manager, Mobile Friendly, Bootstrap Framework, Google Font API, Sigma",,,,,24220000,,66c598d7d607340001006555,7380,,1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c53dbec83bce00013961ec/picture,,,,
United Snacks (Pvt) Limited,United Snacks Limited,Cold,,110,food production,ars@moative.com,http://www.united-snacks.com,http://www.linkedin.com/company/united-snacks-ltd-,,,Iftikhar Ali Shiekh Road,Lahore,Punjab,Pakistan,,"Iftikhar Ali Shiekh Road, Lahore, Punjab, Pakistan","manufacturing, sales, marketing, brand management, snacks, confectionery, nutrition",,,"Outlook, Microsoft Office 365, Nginx, Mobile Friendly, Bootstrap Framework, Google Font API, , Remote, AI",,,,,,,66c598d7d60734000100655e,,"United Snacks Limited has emerged to meet the evolving worldwide trends in the snacks industry. The organization leverages on more than 60 years of FMCG experience of United Industries Limited. Its heritage, well penetrated network and global partnerships render the group as one of the most distinguished manufacturers in Pakistan. 

Our mission is to go beyond the ordinary to drive food trends. Our contagious energy and fresh thinking fuels our growth and results in shaping quality snacks for our consumers. With a young and passionate team, we are the free spirited drivers of change who are here to challenge the status quo.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bfc6c7c5d47b0001387ca0/picture,,,,
United HR Solutions Pvt. Ltd.,United HR Solutions Pvt,Cold,,66,human resources,ars@moative.com,http://www.uhr.co.in,http://www.linkedin.com/company/unitedhrsolutions,https://www.facebook.com/united.hrsolutions/,,1,Ahmedabad,Gujarat,India,380009,"1, Ahmedabad, Gujarat, India, 380009",recruitment & training & development,'+91 79264 05892,"United HR Solutions Pvt. Ltd is a leading HR Solutions and job Recruitment Consultants Company for UAE, Abroad and Ahmedabad India. We specialize in Requirement, Ambitions to Growth and Dreams to Reality.","Outlook, Apache, Nginx, Bootstrap Framework, Google Analytics, Facebook Widget, Google Font API, JQuery 1.11.1, YouTube, Facebook Login (Connect), reCAPTCHA, WordPress.org, Mobile Friendly, Basis, AI, SAP, Android, Remote",,,,,,,66c598d7d607340001006562,,"United HR Solutions Pvt. Ltd. (Estd. 1986) focusing mostly  in ""Executive Search""  for Managerial  &  Top  management positions in all disciplines viz  Finance, Marketing, Engineering, HR  and IT. Maintaining high standards of  ethics and fair play has become, our working philosophy, which has helped  us to meet our client's requirements, thus building enduring relationships.
 
""We Care, We Serve... Together We Grow""
While identifying right people for the right job we specialize in brining people together through human touch and thus we MATCH Talent to Requirement, Ambitions to Growth and Dreams to Reality.",1986,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c12dd26342a80001c3fd17/picture,,,,
United Cargo,United Cargo,Cold,,220,airlines/aviation,ars@moative.com,http://www.unitedcargo.com,http://www.linkedin.com/company/united-cargo,,,233 S Wacker Dr,Chicago,Illinois,United States,60606,"233 S Wacker Dr, Chicago, Illinois, United States, 60606","cargo, freight, cold chain supply, air cargo, couriers & delivery services, local services, pet services, pets",'+1 800-822-2746,,"Akamai, Akamai DNS, React, Pardot, Salesforce, Salesforce Service Cloud, Salesforce Live Agent, Bluekai, Open AdStream (Appnexus), The Trade Desk, Adobe Marketing Cloud, Amazon SES, Google Maps, Google Tag Manager, reCAPTCHA, Vimeo, Bootstrap Framework, Stripe, Google Font API, Mobile Friendly, Wistia, Google Maps (Non Paid Users), Remote",,,,,47600000,3,66c598d7d607340001006563,,"United Cargo® delivers business-friendly service via the cargo capacity of the world's most comprehensive route network – nearly 4,500 flights a day to 339 airports operated by United Airlines and United Express. United operates a mainline fleet of more than 720 aircraft, including 170 wide-bodies, and United Cargo carried over 3.2 billion cargo ton miles in 2017. With U.S. hubs in Chicago, Denver, Houston, Los Angeles, New York/Newark, San Francisco and Washington, D.C., and enhanced service to and from Asia and Australia, Europe, Latin America, Africa and the Middle East, United Cargo can quickly transport customers' shipments to and from virtually any city in the world.",1926,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/669322e0f26ec0000133e8a2/picture,,,,
Royal United Services Institute,Royal United Services Institute,Cold,,350,think tanks,ars@moative.com,http://www.rusi.org,http://www.linkedin.com/company/royal-united-services-institute,https://www.facebook.com/RUSI.org,https://twitter.com/RUSI_org,Whitehall,London,England,United Kingdom,SW1A 2,"Whitehall, London, England, United Kingdom, SW1A 2","defence, international security, military, national security, financial crime, technology",'+44 20 7930 5854,Royal United Services Institute,"Amazon CloudFront, Cloudflare DNS, Route 53, Amazon SES, Outlook, MailChimp SPF, Amazon AWS, Drupal, OneTrust, YouTube, Hotjar, Mobile Friendly, Google Tag Manager, Nginx, Bootstrap Framework, Google Analytics, Basis",,,,,13218000,,66c598d7d60734000100656d,8300,"The Royal United Services Institute (RUSI) is a unique institution, founded in 1831 by the Duke of Wellington, RUSI embodies nearly two centuries of forward thinking, free discussion, and careful reflection on international affairs and defence and security matters.

RUSI is a British institution but operates with an international perspective. Offices in Nairobi and Brussels reinforce our global reach. Over the years, we have amassed an outstanding reputation for quality and objectivity. Our heritage, location at the heart of Whitehall, and extensive networks inside and outside government, give RUSI a unique insight and authority.",1831,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c1aaca384f9700016934b3/picture,,,,
United Colors of Benetton India,United Colors of Benetton India,Cold,,1600,apparel & fashion,ars@moative.com,http://www.benetton.com,http://www.linkedin.com/company/united-colors-of-benetton-india,https://www.facebook.com/Benetton,https://twitter.com/benetton,25,Gurugram,Haryana,India,122004,"25, Gurugram, Haryana, India, 122004","accessories, children's clothing, fashion, men's clothing, shopping, women's clothing",'+1 212-593-0290,"Check out the United Colors of Benetton 2024 Collection for Women, Men, Boys, Girls and Baby - Free returns.","CloudFlare CDN, NSOne, Microsoft Office 365, CloudFlare Hosting, DigitalOcean, Outlook, Demandware, Zendesk, VueJS, Salesforce Commerce Cloud, AudioEye, Salesforce, Magento 2 Enterprise, Magento Enterprise, Google Tag Manager, Paypal, Facebook Widget, Amadesa, AppNexus, Google Places, Typekit, Adobe Media Optimizer, Stripe, DoubleClick Floodlight, Google Play, Bing Ads, Google Maps (Non Paid Users), Hotjar, Facebook Login (Connect), Vimeo, Multilingual, Google AdWords Conversion, DoubleClick, TripleLift, Facebook Custom Audiences, Adform, 33Across, Yandex Metrica, OpenX - Exchange, Bitrix, Content.ad, Zemanta, Google Analytics, Google Dynamic Remarketing, Email Attitude (1000mercis), Google Maps, Cedexis Radar, Bluekai, Shopify, Teads, Google AdSense, reCAPTCHA, Rubicon Project, SaleCycle, Visual Website Optimizer, YouTube, RTB House, Criteo, DoubleClick Conversion, ASP.NET, Mobile Friendly, Google Font API, Taboola, Nginx, Android, AI, Render",,,,,979103000,11,66c598d7d60734000100656e,,"Benetton Group is one of the best-known fashion companies in the world, present in the most important markets with a network of about 5,000 stores. A responsible group that plans for the future and lives in the present - with a watchful eye to the environment, to human dignity, and to a society in transformation - the Group has a consolidated identity comprised of colour, authentic fashion, quality at democratic prices and passion for its work. These values are reflected in the strong, dynamic personalities of the United Colors of Benetton brands.

United Colors of Benetton's commitment to social issues has always been a central feature of the brand that, through its communications campaigns and collaborations with leading non-profit organizations, makes the public reflect on social issues of universal relevance.",1965,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b63b94a59a0b0001ec8c8a/picture,,,,
Leeds United,Leeds United,Cold,,800,sports,ars@moative.com,http://www.leedsunited.com,http://www.linkedin.com/company/leedsunited,https://www.facebook.com/LeedsUnited,https://twitter.com/lufc,,Leeds,England,United Kingdom,,"Leeds, England, United Kingdom","football, sports, corporate entertainment, conferencing, hospitality, retail, events",'+44 11 3367 6557,"Welcome to the official Leeds United website. All the latest news, features, videos and ticket information from Elland Road","Route 53, MailChimp SPF, Microsoft Office 365, Amazon AWS, CSC Corporate Domains, Magento Enterprise, Magento 2 Enterprise, Amazon SES, Adobe Marketing Cloud, YouTube, New Relic, Stripe, Ad Unit 300 x 600, Ad Unit 728 x 90, Linkedin Widget, DoubleVerify, DoubleClick, Quantcast, Moat, Google Play, Apache Coyote, WebSpectator, Bluekai, Facebook Login (Connect), AddThis, Google Dynamic Remarketing, Ad Unit 320 x 50, Google Analytics, Linkedin Login, Unruly Media, Facebook Widget, Mobile Friendly, Typekit, Amadesa, Bootstrap Framework, Facebook Custom Audiences, Integral Ad Science, Varnish, Kaltura, MailChimp, Google AdSense, Ad Unit 300 x 250, Google Font API, AngularJS, Apache, Google Plus, DoubleClick Conversion, WordPress.org, Google Tag Manager, Apache Coyote v1.1, , Barracuda MSP, AI",,Other,,2024-05-01,239479000,,66c598d7d607340001006571,,"Bremner, Charles, Gray, Hunter, Charlton, Lorimer. Leeds United, since its inception in 1919, has been synonymous with bringing great players, and great football to the turf of Elland Road, winning three First Division  league titles, two Community Shields, two Inter-Cities Fairs Cups, an FA Cup, and a League Cup.",1919,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c1a4ba4b72a100012fc736/picture,,,,
PT United Tractors Tbk,PT United Tractors Tbk,Cold,,3800,machinery,ars@moative.com,http://www.unitedtractors.com,http://www.linkedin.com/company/unitedtractors,https://www.facebook.com/ptunitedtractorstbk/,https://twitter.com/unitedtractors,21 Jalan Raya Bekasi,Jakarta,Special Capital Region of Jakarta,Indonesia,13910,"21 Jalan Raya Bekasi, Jakarta, Special Capital Region of Jakarta, Indonesia, 13910","construction machinery, mining contracting, coal mining, gold mining, construction industry, energy",'+62 21 24579999,,"Salesforce, Gmail, Outlook, Google Apps, Microsoft Office 365, Microsoft Azure Hosting, Drupal, React Redux, Mapbox, Salesforce Live Agent, Amazon SES, Bootstrap Framework, WordPress.org, Apache, reCAPTCHA, Mobile Friendly, Google Tag Manager, Google Font API, Google Analytics, Gravity Forms",,,,,34890000,,66c598d8d6073400010065ac,"3620, 3537","United Tractors (UT/the Company) is the leading and the largest distributor of heavy equipment in Indonesia, providing products from world-renowned brands such as Komatsu, UD Trucks, Scania, Bomag, Tadano, and Komatsu Forest.

We are a company with a long history. Established on October 13th, 1972, the Company reached an important milestone on September 19th, 1989, by listing its shares in Jakarta and Surabaya Stock Exchange as PT United Tractors Tbk (UNTR), with PT Astra International Tbk as the majority shareholder. This initial public offering marked the United Tractors' commitment to becoming the world-class solution-driven company in heavy equipment, mining, and energy for the benefit of stakeholders.

Today, our vast distribution network includes 19 branch offices, 22 site support offices, and 11 representative offices in 22 provinces across the country. Not content with being the largest distributor of heavy equipment in the country, the Company also plays an active role in the field of mining contracting and has recently ventured into the coal mining business. UT conducted its businesses through three major business units known as Construction Machinery, Mining Contracting and Mining.",1972,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6672ccfc292fe80001fc8b85/picture,,,,
United Natural Foods,United Natural Foods,Cold,,3500,food & beverages,ars@moative.com,,http://www.linkedin.com/company/united-natural-foods,,,,Providence,Rhode Island,United States,,"Providence, Rhode Island, United States","organic & specialty foods & products, wholesale distribution of natural",,,"Amazon SES, Sendgrid, Outlook, Pardot, GoDaddy Hosting, Microsoft Office 365, Salesforce, Mailchimp Mandrill, ExactTarget, Drupal, New Relic, Varnish, Nginx, F5 BIG-IP, Google Analytics, SilkRoad, Incapsula, Right Media (Yahoo Ads), Google Tag Manager, Mobile Friendly, Typekit, ASP.NET, Vimeo, Microsoft-IIS, Bootstrap Framework, Google Font API, Google Maps, Apache",,,,,18488000,,66c598d8d6073400010065ae,7200,"UNFI is the leading independent national distributor of natural, organic and specialty foods and related products including nutritional supplements, personal care items and organic produce, in the United States & Canada.  In addition to excellent distribution services, we provide a range of innovative, value-added services for our customers and suppliers, to foster mutual success and growth. Our services include marketing and promotional tools, merchandising, category management and store support services.\\Our distribution operations are divided into five principal units: UNFI, Eastern Region; UNFI, Western Region; Albert's Organics; Select Nutrition Distributors; and UNFI Canada.  In addition to distribution operations, UNFI's divisions include Blue Marble Brands, Earth Origins Markets, Woodstock Farms Manufacturing and Honest Green.  We distribute from 28 distribution centers to customers throughout the United States & Canada and to more than 40 additional countries.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/615d5958979f26000191573e/picture,,,,
UnitedHealthcare,UnitedHealthcare,Cold,,440000,hospital & health care,ars@moative.com,http://www.uhc.com,http://www.linkedin.com/company/unitedhealthcare,https://facebook.com/UnitedHealthcare,https://twitter.com/myUHC,,Minnetonka,Minnesota,United States,55345,"Minnetonka, Minnesota, United States, 55345",,'+1 866-801-4409,"Explore health insurance options including Medicare, Medicaid, individual and family, short term and dental, as well as employer plans.","Microsoft Office 365, Microsoft Azure Hosting, Omniture (Adobe), Datadog, Genesys, Atlassian Cloud, React Redux, The Trade Desk, Amazon SES, Adobe Marketing Cloud, Adobe CQ, SendBird, Vimeo, DoubleClick, Bootstrap Framework, Facebook Custom Audiences, Mobile Friendly, Mixpanel, Google Places, Google Maps, Google AdSense, SOASTA, Yahoo Analytics, Yahoo Ad Manager Plus, LivePerson Monitor, Amplitude, HeapAnalytics, Facebook Widget, Google Analytics, SessionCam, Adobe TestAndTarget, Gigya, DoubleClick Conversion, Google Dynamic Remarketing, Google AdWords Conversion, Amadesa, OpenSSL, Google Font API, Twitter Advertising, AngularJS, Google Maps (Non Paid Users), DoubleClick Floodlight, YouTube, Google Tag Manager, Zencoder, Cedexis Radar, Linkedin Marketing Solutions, Bing Ads, reCAPTCHA, LiveRamp, Multilingual, Qualtrics, iTunes, Facebook Login (Connect), Adobe Media Optimizer, Incapsula, Ruxit, Taboola, WordPress.org, Lucky Orange, Stripe, iPerceptions, Scene7, Google Play, IfByPhone, Kaltura, Litmos, Apache, AB Tasty, Marketo, Remote",,,,,281400000000,,66c598d8d6073400010065b0,6411,UnitedHealthcare is a Georgia-based brokerage firm that provides health insurance products and services for individuals and businesses.,1977,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/657ffe386946b1000185ea54/picture,,,,
UNITED TOWEL EXPORTERS (PVT) LTD,UNITED TOWEL EXPORTERS,Cold,,320,textiles,ars@moative.com,http://www.unitedtowel.com,http://www.linkedin.com/company/united-towel-exporters,https://www.facebook.com/unitedtowelexporters,https://twitter.com/ute20482657,,Faridabad,Haryana,India,121002,"Faridabad, Haryana, India, 121002",,'+92 21 35061118,,"Outlook, Microsoft Office 365, WordPress.org, Google Font API, Bootstrap Framework, Nginx, jPlayer, Mobile Friendly, Google Maps",,,,,8147000,,66c598d8d6073400010065b3,,"United Towel Exporters is a family run business, proudly bringing together the vision of three generations. From having started operations in 1982 with just two looms, it is our great pride to have expanded to the 84 looms in operation.

Situated in the bustling port city of Karachi, and with an onsite area of 600,000 square feet, United Towel Exporters is one of the top five terry towel manufacturers in Pakistan. A name to be trusted, we specialize in producing only the finest quality terry towels and home textiles, as well as ensuring the certifying specifications provided by the buyers with high-quality assurance.

We provide vertically integrated operations and innovative textile solutions around the globe. Without compromising on quality, focusing on continuous research and development, and assuring satisfying customer services are among our priorities. 

United Towel Exporters continues to maintain its name as a leader in the field of fine quality towels and textiles around the globe.",1982,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c564dd239d6f0001e86643/picture,,,,
United Nations Office at Geneva,United Nations Office at Geneva,Cold,,700,international affairs,ars@moative.com,http://www.ungeneva.org,http://www.linkedin.com/company/ungeneva,https://www.facebook.com/unitednations,http://twitter.com/un,14 Avenue de la Paix,Geneva,Geneva,Switzerland,1202,"14 Avenue de la Paix, Geneva, Geneva, Switzerland, 1202","international diplomacy, humanitarian affairs, international affairs, internal organization, peace, rights, wellbeing",'+41 22 917 12 34,,"Outlook, MailChimp SPF, Microsoft Office 365, Amazon CloudFront, Route 53, SendInBlue, Amazon AWS, Chartbeat, Brightcove, Drupal, Amazon SES, Pantheon, accessiBe, Hostgator, FareHarbor, Mobile Friendly, Multilingual, Google Tag Manager, CrazyEgg, Google Analytics, WordPress.org, Apache, iTunes, JQuery 2.1.1, Facebook Login (Connect), Vimeo, Citrix NetScaler, Facebook Custom Audiences, Twitter Sharing, JW Player, Open AdStream (Appnexus), AddThis, The Trade Desk, Google translate widget, JQuery 1.11.1, Nginx, Bootstrap Framework, YouTube, Disqus, Google Speed Analytics, Google translate API, eRecruit, DoubleClick, Adobe Edge, Google Font API, Stripe, Sojern, Facebook Social Plugins, SurveyMonkey, Google Custom Search, SoundCloud, MailChimp, Highcharts JS Library, Google Maps (Non Paid Users), Amazon Associates, Eventbrite, Google AdSense, Kaltura, Twitter Advertising, Webex, reCAPTCHA, Google Plus, New Relic, Hotjar, Google AdWords Conversion, Shutterstock, Facebook Widget, Piwik, Varnish, Amadesa, Google Maps, ASP.NET, Google Play, Bootstrap Framework v3.2.0, Adform, AppNexus, Microsoft-IIS, DotNetNuke, Backbone JS Library, Spigit (Mindjet), Remote",,,,,5822000,,66c598d8d6073400010065ba,,"In the historic setting of the Palais des Nations, UN Geneva brings together individuals, organizations and nations to ensure a better future for all. As a diplomatic center, with near universal representation of states, Geneva is the ideal location for successful international cooperation. Over 12,000 meetings are held at the Palais des Nations every year, each in different ways touching the lives of people around the globe.

Driven by a commitment to maintain international peace and security, we actively work to advance disarmament, implement the Sustainable Development Goals, protect and promote human rights, encourage gender equality, eradicate poverty and provide fast, effective humanitarian relief in emergencies.  

Through partnerships between governments, civil society, research, academia and other international actors, UN Geneva works hard to achieve the Sustainable Development Goals by the year 2030. Nurturing mutual respect and understanding, cultural exchange, and discussion, UN Geneva protects and preserves the institutional memory and cultural heritage of the United Nations.",1945,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c584e960888e0001b306b5/picture,,,,
United Energy Egypt,United Energy Egypt,Cold,,110,oil & energy,ars@moative.com,http://www.kec.com.kw,http://www.linkedin.com/company/unitedenergyegypt,,,North Teseen Street,,Cairo Governorate,Egypt,,"North Teseen Street, Cairo Governorate, Egypt",oil & gas,'+965 2576 7700,,"Outlook, Microsoft Office 365, Gmail, Google Apps, Mobile Friendly, Bootstrap Framework, WordPress.org, Apache, Remote, Autodesk, Dynamics 365 F&O",100000000,Other,100000000,2018-09-01,10000000,,66c598d8d6073400010065c3,,"Established in 2006, Kuwait Energy Egypt has over of 15 years in the onshore upstream oil and gas sector focusing on the investment and operation of oil and natural gas and built a high quality and diversified portfolio consisting of four producing assets with exploration prospects, three of which are operated by Kuwait Energy Egypt with remarkable track record to turnaround previously under-performing assets to high producers and cash generators contributing significantly in the total level of the oil production of the country.

With the four producing assets, Kuwait Energy Egypt has rapidly grown its production and reserve base since inception with strategic outlook to contribute with 10% of total Egypt production within five years and drilled 150 wells with best in class drilling performance, including 61 exploration wells with 56% exploration success rate and non-productive time less than 2% and 88 development wells. Since Inception, Kuwait Energy Egypt has invested approximately of $1.14 billion in the country to date and will continually working and investing to add production from existing and future discoveries. United Energy Egypt, sister company, has been awarded Block-11 in the recent Egyptian digital bid round to add more exploration upside potential to Egypt portfolio.
 
Kuwait Energy Egypt is one of the lowest cost operators in Egypt with cost saving driven operations to survive with fields depletions, complicated operations and production challenges with highest market technologies in cost effective manner.

Kuwait Energy Egypt strives to maintain a strong, focused safety culture assuring the health and safety of employees, contractors, public safety and visitors by delivering safe, reliable, efficient and compliant operations as well as workplace free of hazards. Creating a safety culture that targets zero harm, it recognizes those who contribute to improve HSSE performance, holds ongoing trainings for new and existing teammates and controls emission",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b772f138bad00001ad2bcf/picture,,,,
United States International University - Africa,United States International University,Cold,,1200,higher education,ars@moative.com,,http://www.linkedin.com/school/united-states-international-university-africa,,,Mirema Rd,Nairobi,Nairobi,Kenya,,"Mirema Rd, Nairobi, Nairobi, Kenya","tourism management, film production directing, marriage & family therapy, psyd, applied computer technology, gemba health leadership management, online mba, hrm, accounting, ir, dba, doctor of psychology, phd, animation, biostatistics, applied biochemistry, ma ir, analytical chemistry, pharmacy, criminal justice, data science & analytics, software engineering, ist, mba, emod, ma counseling psychology, iba, ma clinical psychology, epidemiology, organizational developement, journalism, master of science in informational security, psychology, gemba",'+254 730 116000,,,,,,,130000,,66c598d8d6073400010065cb,,"The United States International University - Africa is the top secular private university in East & Central Africa, offering world-class U.S. and Kenya accredited degree programs locally.

With 8000 students from 74 nations, USIU-Africa is the most culturally diversified university in the region with a vision of becoming a premier institution of academic excellence with a global perspective.",1969,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c04b4965ec2300013e2e07/picture,,,,
United Nations University,United Nations University,Cold,,290,think tanks,ars@moative.com,http://www.unu.edu,http://www.linkedin.com/company/united-nations-university,https://www.facebook.com/unuehs,https://twitter.com/UNUEHS,,Shibuya,Tokyo,Japan,,"Shibuya, Tokyo, Japan",,'+1 205-949-1209,,"Outlook, Google Tag Manager, Shutterstock, CrazyEgg, Facebook Login (Connect), Nginx, Disqus, reCAPTCHA, Drupal, AddThis, Google Maps, Apache, Facebook Widget, Varnish, Google Font API, New Relic, Quantcast, Hotjar, Linkedin Marketing Solutions, Vimeo, Mobile Friendly, WordPress.org, Typekit, Google Analytics, Google Maps (Non Paid Users), OpenSSL, Woo Commerce, Facebook Custom Audiences, Multilingual, MailChimp, YouTube",,,,,10200000,,66c598d8d6073400010065cc,"8200, 8200","The mission of the United Nations University is to contribute, through collaborative research and education, dissemination, and advisory services, to efforts to resolve the pressing global problems of human survival, development and welfare that are the concern of the United Nations, its Peoples and Member States.

In pursuing this mission, UNU conducts research on problems of relevance to the United Nations and its Member States, offers postgraduate programmes that prepare people for science-based work in the United Nations or Governments of Member States, and functions as a think tank for the United Nations and its Member States. In doing so, UNU pays due attention to the social sciences and the humanities as well as the natural sciences.

UNU also acts as a bridge between the United Nations and the international academic community, and serves as a platform for global and local dialogue and creative new ideas. Through postgraduate teaching and research, UNU contributes to capacity building, particularly in developing countries.",1975,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66b82daede7dc40001bcf806/picture,,,,
United Soccer League (USL),United Soccer League,Cold,,240,sports,ars@moative.com,http://www.uslsoccer.com,http://www.linkedin.com/company/usl,https://facebook.com/USLSoccer,https://twitter.com/usl,1715 North Westshore Boulevard,Tampa,Florida,United States,33607,"1715 North Westshore Boulevard, Tampa, Florida, United States, 33607","soccer franchise opportunities, professional soccer, super youth league soccer, premier development league, usl",'+1 813-963-3909,"The United Soccer League (USL) is North America's largest professional soccer organization, overseeing the USL Championship, USL League One and USL League Two.","DNS Made Easy, Outlook, Microsoft Office 365, CloudFlare Hosting, Sage Intacct, Amazon Associates, Typekit, AppNexus, Quantcast, Moat, Nielsen NetRatings, YouTube, Intercom, MailChimp, Ad Unit 300 x 250, Bluekai, Facebook Login (Connect), DoubleClick, AddThis, Facebook Widget, Google Analytics, reCAPTCHA, Formstack, DoubleVerify, Phusion Passenger, Facebook Custom Audiences, Google Play, Google AdSense, Sovrn, Mobile Friendly, New Relic, Ad Unit 320 x 50, comScore, Ruby On Rails, WordPress.org, OpenX - Exchange, Google Tag Manager, Loggly",,,,,3108000,,66c598d8d6073400010065cf,,"The United Soccer League (USL) is the largest and fastest-growing professional soccer organization in North America, possessing more than a decade of experience in bringing the world's game to communities across the United States and Canada. Overseeing the USL Championship (USSF Division II), USL League One (USSF Division III), and USL League Two (Pre-Professional), the organization is built on a proven and recognized model in international football and counts more than 125 clubs in its membership.

Based in Tampa, Fla., the USL has grown during the past decade into a model organization with strong corporate partnerships and stable organizational leadership. It features a dedicated staff of more than 60 professionals across 17 departments ranging from operations, digital, communications and club services, each of which provides unparalleled support to member clubs and outside partners. Sanctioned by the U.S. Soccer Federation, the USL is #UnitedForSoccer, moving the game forward in North America.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66bd9974b1acf40001fe48c5/picture,,,,
